Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
1525,The Final Mission 1525,Romance,Christopher Lee,Daniel Scott,Canada,2024,PG-13,92,Spanish,7.9,348377,Family,"A romance movie directed by Christopher Lee, starring Daniel Scott. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Christopher Lee Daniel Scott Canada Spanish PG-13 Family A romance movie directed by Christopher Lee, starring Daniel Scott. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1526,Future City 1526,Documentary,Vikram Singh,John Carter,USA,2021,PG-13,136,Hindi,9.7,291175,Teens,"A documentary movie directed by Vikram Singh, starring John Carter. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Vikram Singh John Carter USA Hindi PG-13 Teens A documentary movie directed by Vikram Singh, starring John Carter. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1527,The Great Adventure 1527,Documentary,Priya Sharma,Michael Johnson,France,2010,R,175,Tamil,7.81,352721,Adults,"A documentary movie directed by Priya Sharma, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Priya Sharma Michael Johnson France Tamil R Adults A documentary movie directed by Priya Sharma, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1528,Silent Killer 1528,Romance,Steven Martin,Chris Evans,Canada,2025,R,90,Spanish,4.33,243788,Kids,"A romance movie directed by Steven Martin, starring Chris Evans. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Steven Martin Chris Evans Canada Spanish R Kids A romance movie directed by Steven Martin, starring Chris Evans. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1529,Dark Night 1529,Action,Christopher Lee,Ravi Kumar,South Korea,2022,U/A,124,Spanish,2.08,302719,Teens,"A action movie directed by Christopher Lee, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Christopher Lee Ravi Kumar South Korea Spanish U/A Teens A action movie directed by Christopher Lee, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1530,The Warrior 1530,Animation,John Williams,Chris Evans,Canada,2010,R,136,Hindi,4.4,107673,Teens,"A animation movie directed by John Williams, starring Chris Evans. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation John Williams Chris Evans Canada Hindi R Teens A animation movie directed by John Williams, starring Chris Evans. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1531,Love Story 1531,Action,John Williams,Michael Johnson,South Korea,2018,U,176,Korean,5.55,248241,Family,"A action movie directed by John Williams, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Action John Williams Michael Johnson South Korea Korean U Family A action movie directed by John Williams, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1532,Dark Night 1532,Action,Michael Brown,Chris Evans,Japan,2002,U,109,Spanish,5.49,60454,Adults,"A action movie directed by Michael Brown, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Michael Brown Chris Evans Japan Spanish U Adults A action movie directed by Michael Brown, starring Chris Evans. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1533,Magic World 1533,Adventure,Robert Wilson,Ananya Sharma,India,2015,PG,109,Japanese,9.47,414480,Kids,"A adventure movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Robert Wilson Ananya Sharma India Japanese PG Kids A adventure movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1534,Ocean Mystery 1534,Thriller,John Williams,Ravi Kumar,UK,2014,U,168,Japanese,4.73,289485,Adults,"A thriller movie directed by John Williams, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller John Williams Ravi Kumar UK Japanese U Adults A thriller movie directed by John Williams, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1535,Future City 1535,Action,Steven Martin,Arjun Reddy,India,2014,PG-13,132,French,4.98,172375,Teens,"A action movie directed by Steven Martin, starring Arjun Reddy. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Steven Martin Arjun Reddy India French PG-13 Teens A action movie directed by Steven Martin, starring Arjun Reddy. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1536,Hidden Truth 1536,Action,Christopher Lee,Michael Johnson,Japan,2025,U,117,Japanese,5.1,186684,Family,"A action movie directed by Christopher Lee, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Christopher Lee Michael Johnson Japan Japanese U Family A action movie directed by Christopher Lee, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1537,Lost World 1537,Horror,Steven Martin,Ananya Sharma,Japan,2009,PG,86,Spanish,6.84,421685,Family,"A horror movie directed by Steven Martin, starring Ananya Sharma. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Steven Martin Ananya Sharma Japan Spanish PG Family A horror movie directed by Steven Martin, starring Ananya Sharma. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1538,Dark Night 1538,Thriller,David Smith,Tom Harris,Australia,2016,U/A,120,Spanish,2.62,83484,Adults,"A thriller movie directed by David Smith, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Tom Harris Australia Spanish U/A Adults A thriller movie directed by David Smith, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1539,The Warrior 1539,Romance,Arjun Rao,Ravi Kumar,India,2006,A,129,Spanish,4.61,308119,Adults,"A romance movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Arjun Rao Ravi Kumar India Spanish A Adults A romance movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1540,Future City 1540,Adventure,Raj Kumar,John Carter,Australia,2000,U/A,80,French,2.46,361759,Family,"A adventure movie directed by Raj Kumar, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Raj Kumar John Carter Australia French U/A Family A adventure movie directed by Raj Kumar, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1541,Hidden Truth 1541,Documentary,Raj Kumar,Ananya Sharma,India,2001,A,83,Korean,7.61,389646,Family,"A documentary movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Raj Kumar Ananya Sharma India Korean A Family A documentary movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1542,Future City 1542,Animation,John Williams,Ravi Kumar,India,2021,PG-13,169,Hindi,2.93,403626,Adults,"A animation movie directed by John Williams, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation John Williams Ravi Kumar India Hindi PG-13 Adults A animation movie directed by John Williams, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
